UniProtKB	Symbol	Name	Anntation_qualifier	GO_class_direct	Annotation_extension	Contributor	Organism	Evidence	Envidence_with	PANTHER_family	Type	Isoform	Reference	Date
Q92552	MRPS27	"28S ribosomal protein S27, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21393	protein		Reactome:R-HSA-5419261	20140927
Q92552	MRPS27	"28S ribosomal protein S27, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21393	protein		Reactome:R-HSA-5419264	20140927
Q92552	MRPS27	"28S ribosomal protein S27, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21393	protein		Reactome:R-HSA-5419271	20140927
Q92552	MRPS27	"28S ribosomal protein S27, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21393	protein		Reactome:R-HSA-5419273	20140927
Q92552	MRPS27	"28S ribosomal protein S27, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21393	protein		Reactome:R-HSA-5419277	20140927
Q92552	MRPS27	"28S ribosomal protein S27, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21393	protein		Reactome:R-HSA-5419281	20140927
Q9BYD6	MRPL1	"39S ribosomal protein L1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23105	protein		Reactome:R-HSA-5419261	20140927
Q9BYD6	MRPL1	"39S ribosomal protein L1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23105	protein		Reactome:R-HSA-5419264	20140927
Q9BYD6	MRPL1	"39S ribosomal protein L1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23105	protein		Reactome:R-HSA-5419271	20140927
Q9BYD6	MRPL1	"39S ribosomal protein L1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23105	protein		Reactome:R-HSA-5419273	20140927
Q9BYD6	MRPL1	"39S ribosomal protein L1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23105	protein		Reactome:R-HSA-5419277	20140927
Q9BYD6	MRPL1	"39S ribosomal protein L1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23105	protein		Reactome:R-HSA-5419281	20140927
Q9BYD3	MRPL4	"39S ribosomal protein L4, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10746	protein		Reactome:R-HSA-5419261	20140927
Q9BYD3	MRPL4	"39S ribosomal protein L4, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10746	protein		Reactome:R-HSA-5419264	20140927
Q9BYD3	MRPL4	"39S ribosomal protein L4, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10746	protein		Reactome:R-HSA-5419271	20140927
Q9BYD3	MRPL4	"39S ribosomal protein L4, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10746	protein		Reactome:R-HSA-5419273	20140927
Q9BYD3	MRPL4	"39S ribosomal protein L4, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10746	protein		Reactome:R-HSA-5419277	20140927
Q9BYD3	MRPL4	"39S ribosomal protein L4, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10746	protein		Reactome:R-HSA-5419281	20140927
Q9BYD2	MRPL9	"39S ribosomal protein L9, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21368	protein		Reactome:R-HSA-5419261	20140927
Q9BYD2	MRPL9	"39S ribosomal protein L9, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21368	protein		Reactome:R-HSA-5419264	20140927
Q9BYD2	MRPL9	"39S ribosomal protein L9, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21368	protein		Reactome:R-HSA-5419271	20140927
Q9BYD2	MRPL9	"39S ribosomal protein L9, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21368	protein		Reactome:R-HSA-5419273	20140927
Q9BYD2	MRPL9	"39S ribosomal protein L9, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21368	protein		Reactome:R-HSA-5419277	20140927
Q9BYD2	MRPL9	"39S ribosomal protein L9, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21368	protein		Reactome:R-HSA-5419281	20140927
Q9BYD1	MRPL13	"39S ribosomal protein L13, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11545	protein		Reactome:R-HSA-5419261	20140927
Q9BYD1	MRPL13	"39S ribosomal protein L13, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11545	protein		Reactome:R-HSA-5419264	20140927
Q9BYD1	MRPL13	"39S ribosomal protein L13, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11545	protein		Reactome:R-HSA-5419271	20140927
Q9BYD1	MRPL13	"39S ribosomal protein L13, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11545	protein		Reactome:R-HSA-5419273	20140927
Q9BYD1	MRPL13	"39S ribosomal protein L13, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11545	protein		Reactome:R-HSA-5419277	20140927
Q9BYD1	MRPL13	"39S ribosomal protein L13, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11545	protein		Reactome:R-HSA-5419281	20140927
Q9BYC9	MRPL20	"39S ribosomal protein L20, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10986	protein		Reactome:R-HSA-5419261	20140927
Q9BYC9	MRPL20	"39S ribosomal protein L20, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10986	protein		Reactome:R-HSA-5419264	20140927
Q9BYC9	MRPL20	"39S ribosomal protein L20, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10986	protein		Reactome:R-HSA-5419271	20140927
Q9BYC9	MRPL20	"39S ribosomal protein L20, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10986	protein		Reactome:R-HSA-5419273	20140927
Q9BYC9	MRPL20	"39S ribosomal protein L20, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10986	protein		Reactome:R-HSA-5419277	20140927
Q9BYC9	MRPL20	"39S ribosomal protein L20, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10986	protein		Reactome:R-HSA-5419281	20140927
Q9BYC8	MRPL32	"39S ribosomal protein L32, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21026	protein		Reactome:R-HSA-5419261	20140927
Q9BYC8	MRPL32	"39S ribosomal protein L32, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21026	protein		Reactome:R-HSA-5419264	20140927
Q9BYC8	MRPL32	"39S ribosomal protein L32, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21026	protein		Reactome:R-HSA-5419271	20140927
Q9BYC8	MRPL32	"39S ribosomal protein L32, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21026	protein		Reactome:R-HSA-5419273	20140927
Q9BYC8	MRPL32	"39S ribosomal protein L32, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21026	protein		Reactome:R-HSA-5419277	20140927
Q9BYC8	MRPL32	"39S ribosomal protein L32, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21026	protein		Reactome:R-HSA-5419281	20140927
Q9P015	MRPL15	"39S ribosomal protein L15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12934	protein		Reactome:R-HSA-5419261	20140927
Q9P015	MRPL15	"39S ribosomal protein L15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12934	protein		Reactome:R-HSA-5419264	20140927
Q9P015	MRPL15	"39S ribosomal protein L15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12934	protein		Reactome:R-HSA-5419271	20140927
Q9P015	MRPL15	"39S ribosomal protein L15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12934	protein		Reactome:R-HSA-5419273	20140927
Q9P015	MRPL15	"39S ribosomal protein L15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12934	protein		Reactome:R-HSA-5419277	20140927
Q9P015	MRPL15	"39S ribosomal protein L15, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12934	protein		Reactome:R-HSA-5419281	20140927
Q9BYN8	MRPS26	"28S ribosomal protein S26, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21035	protein		Reactome:R-HSA-5419261	20140927
Q9BYN8	MRPS26	"28S ribosomal protein S26, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21035	protein		Reactome:R-HSA-5419264	20140927
Q9BYN8	MRPS26	"28S ribosomal protein S26, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21035	protein		Reactome:R-HSA-5419271	20140927
Q9BYN8	MRPS26	"28S ribosomal protein S26, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21035	protein		Reactome:R-HSA-5419273	20140927
Q9BYN8	MRPS26	"28S ribosomal protein S26, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21035	protein		Reactome:R-HSA-5419277	20140927
Q9BYN8	MRPS26	"28S ribosomal protein S26, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21035	protein		Reactome:R-HSA-5419281	20140927
P82675	MRPS5	"28S ribosomal protein S5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13718	protein		Reactome:R-HSA-5419261	20140927
P82675	MRPS5	"28S ribosomal protein S5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13718	protein		Reactome:R-HSA-5419264	20140927
P82675	MRPS5	"28S ribosomal protein S5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13718	protein		Reactome:R-HSA-5419271	20140927
P82675	MRPS5	"28S ribosomal protein S5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13718	protein		Reactome:R-HSA-5419273	20140927
P82675	MRPS5	"28S ribosomal protein S5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13718	protein		Reactome:R-HSA-5419277	20140927
P82675	MRPS5	"28S ribosomal protein S5, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13718	protein		Reactome:R-HSA-5419281	20140927
P82673	MRPS35	"28S ribosomal protein S35, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13490	protein		Reactome:R-HSA-5419261	20140927
P82673	MRPS35	"28S ribosomal protein S35, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13490	protein		Reactome:R-HSA-5419264	20140927
P82673	MRPS35	"28S ribosomal protein S35, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13490	protein		Reactome:R-HSA-5419271	20140927
P82673	MRPS35	"28S ribosomal protein S35, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13490	protein		Reactome:R-HSA-5419273	20140927
P82673	MRPS35	"28S ribosomal protein S35, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13490	protein		Reactome:R-HSA-5419277	20140927
P82673	MRPS35	"28S ribosomal protein S35, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13490	protein		Reactome:R-HSA-5419281	20140927
P82664	MRPS10	"28S ribosomal protein S10, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13334	protein		Reactome:R-HSA-5419261	20140927
P82664	MRPS10	"28S ribosomal protein S10, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13334	protein		Reactome:R-HSA-5419264	20140927
P82664	MRPS10	"28S ribosomal protein S10, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13334	protein		Reactome:R-HSA-5419271	20140927
P82664	MRPS10	"28S ribosomal protein S10, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13334	protein		Reactome:R-HSA-5419273	20140927
P82664	MRPS10	"28S ribosomal protein S10, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13334	protein		Reactome:R-HSA-5419277	20140927
P82664	MRPS10	"28S ribosomal protein S10, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13334	protein		Reactome:R-HSA-5419281	20140927
P82663	MRPS25	"28S ribosomal protein S25, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13274	protein		Reactome:R-HSA-5419261	20140927
P82663	MRPS25	"28S ribosomal protein S25, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13274	protein		Reactome:R-HSA-5419264	20140927
P82663	MRPS25	"28S ribosomal protein S25, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13274	protein		Reactome:R-HSA-5419271	20140927
P82663	MRPS25	"28S ribosomal protein S25, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13274	protein		Reactome:R-HSA-5419273	20140927
P82663	MRPS25	"28S ribosomal protein S25, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13274	protein		Reactome:R-HSA-5419277	20140927
P82663	MRPS25	"28S ribosomal protein S25, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13274	protein		Reactome:R-HSA-5419281	20140927
P82650	MRPS22	"28S ribosomal protein S22, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13071	protein		Reactome:R-HSA-5419261	20140927
P82650	MRPS22	"28S ribosomal protein S22, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13071	protein		Reactome:R-HSA-5419264	20140927
P82650	MRPS22	"28S ribosomal protein S22, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13071	protein		Reactome:R-HSA-5419271	20140927
P82650	MRPS22	"28S ribosomal protein S22, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13071	protein		Reactome:R-HSA-5419273	20140927
P82650	MRPS22	"28S ribosomal protein S22, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13071	protein		Reactome:R-HSA-5419277	20140927
P82650	MRPS22	"28S ribosomal protein S22, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13071	protein		Reactome:R-HSA-5419281	20140927
Q9HD33	MRPL47	"39S ribosomal protein L47, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21183	protein		Reactome:R-HSA-5419261	20140927
Q9HD33	MRPL47	"39S ribosomal protein L47, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21183	protein		Reactome:R-HSA-5419264	20140927
Q9HD33	MRPL47	"39S ribosomal protein L47, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21183	protein		Reactome:R-HSA-5419271	20140927
Q9HD33	MRPL47	"39S ribosomal protein L47, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21183	protein		Reactome:R-HSA-5419273	20140927
Q9HD33	MRPL47	"39S ribosomal protein L47, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21183	protein		Reactome:R-HSA-5419277	20140927
Q9HD33	MRPL47	"39S ribosomal protein L47, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21183	protein		Reactome:R-HSA-5419281	20140927
Q8N5N7	MRPL50	"39S ribosomal protein L50, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31542	protein		Reactome:R-HSA-5419261	20140927
Q8N5N7	MRPL50	"39S ribosomal protein L50, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31542	protein		Reactome:R-HSA-5419264	20140927
Q8N5N7	MRPL50	"39S ribosomal protein L50, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31542	protein		Reactome:R-HSA-5419271	20140927
Q8N5N7	MRPL50	"39S ribosomal protein L50, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31542	protein		Reactome:R-HSA-5419273	20140927
Q8N5N7	MRPL50	"39S ribosomal protein L50, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31542	protein		Reactome:R-HSA-5419277	20140927
Q8N5N7	MRPL50	"39S ribosomal protein L50, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR31542	protein		Reactome:R-HSA-5419281	20140927
Q7Z2W9	MRPL21	"39S ribosomal protein L21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21349	protein		Reactome:R-HSA-5419261	20140927
Q7Z2W9	MRPL21	"39S ribosomal protein L21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21349	protein		Reactome:R-HSA-5419264	20140927
Q7Z2W9	MRPL21	"39S ribosomal protein L21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21349	protein		Reactome:R-HSA-5419271	20140927
Q7Z2W9	MRPL21	"39S ribosomal protein L21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21349	protein		Reactome:R-HSA-5419273	20140927
Q7Z2W9	MRPL21	"39S ribosomal protein L21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21349	protein		Reactome:R-HSA-5419277	20140927
Q7Z2W9	MRPL21	"39S ribosomal protein L21, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21349	protein		Reactome:R-HSA-5419281	20140927
Q9NWT8	AURKAIP1	Aurora kinase A-interacting protein		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR32035	protein		Reactome:R-HSA-5419261	20140927
Q9NWT8	AURKAIP1	Aurora kinase A-interacting protein		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR32035	protein		Reactome:R-HSA-5419264	20140927
Q9NWT8	AURKAIP1	Aurora kinase A-interacting protein		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR32035	protein		Reactome:R-HSA-5419271	20140927
Q9NWT8	AURKAIP1	Aurora kinase A-interacting protein		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR32035	protein		Reactome:R-HSA-5419273	20140927
Q9NWT8	AURKAIP1	Aurora kinase A-interacting protein		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR32035	protein		Reactome:R-HSA-5419277	20140927
Q9NWT8	AURKAIP1	Aurora kinase A-interacting protein		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR32035	protein		Reactome:R-HSA-5419281	20140927
Q4U2R6	MRPL51	"39S ribosomal protein L51, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13409	protein		Reactome:R-HSA-5419261	20140927
Q4U2R6	MRPL51	"39S ribosomal protein L51, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13409	protein		Reactome:R-HSA-5419264	20140927
Q4U2R6	MRPL51	"39S ribosomal protein L51, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13409	protein		Reactome:R-HSA-5419271	20140927
Q4U2R6	MRPL51	"39S ribosomal protein L51, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13409	protein		Reactome:R-HSA-5419273	20140927
Q4U2R6	MRPL51	"39S ribosomal protein L51, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13409	protein		Reactome:R-HSA-5419277	20140927
Q4U2R6	MRPL51	"39S ribosomal protein L51, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13409	protein		Reactome:R-HSA-5419281	20140927
Q6P1L8	MRPL14	"39S ribosomal protein L14, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21037	protein		Reactome:R-HSA-5419261	20140927
Q6P1L8	MRPL14	"39S ribosomal protein L14, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21037	protein		Reactome:R-HSA-5419264	20140927
Q6P1L8	MRPL14	"39S ribosomal protein L14, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21037	protein		Reactome:R-HSA-5419271	20140927
Q6P1L8	MRPL14	"39S ribosomal protein L14, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21037	protein		Reactome:R-HSA-5419273	20140927
Q6P1L8	MRPL14	"39S ribosomal protein L14, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21037	protein		Reactome:R-HSA-5419277	20140927
Q6P1L8	MRPL14	"39S ribosomal protein L14, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21037	protein		Reactome:R-HSA-5419281	20140927
Q14197	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11075	protein		Reactome:R-HSA-5419261	20140927
Q14197	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11075	protein		Reactome:R-HSA-5419264	20140927
Q14197	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11075	protein		Reactome:R-HSA-5419271	20140927
Q14197	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11075	protein		Reactome:R-HSA-5419273	20140927
Q14197	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11075	protein		Reactome:R-HSA-5419277	20140927
Q14197	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11075	protein		Reactome:R-HSA-5419281	20140927
Q96A35	MRPL24	"39S ribosomal protein L24, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12903	protein		Reactome:R-HSA-5419261	20140927
Q96A35	MRPL24	"39S ribosomal protein L24, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12903	protein		Reactome:R-HSA-5419264	20140927
Q96A35	MRPL24	"39S ribosomal protein L24, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12903	protein		Reactome:R-HSA-5419271	20140927
Q96A35	MRPL24	"39S ribosomal protein L24, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12903	protein		Reactome:R-HSA-5419273	20140927
Q96A35	MRPL24	"39S ribosomal protein L24, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12903	protein		Reactome:R-HSA-5419277	20140927
Q96A35	MRPL24	"39S ribosomal protein L24, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12903	protein		Reactome:R-HSA-5419281	20140927
Q9H9J2	MRPL44	"39S ribosomal protein L44, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11207	protein		Reactome:R-HSA-5419261	20140927
Q9H9J2	MRPL44	"39S ribosomal protein L44, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11207	protein		Reactome:R-HSA-5419264	20140927
Q9H9J2	MRPL44	"39S ribosomal protein L44, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11207	protein		Reactome:R-HSA-5419271	20140927
Q9H9J2	MRPL44	"39S ribosomal protein L44, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11207	protein		Reactome:R-HSA-5419273	20140927
Q9H9J2	MRPL44	"39S ribosomal protein L44, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11207	protein		Reactome:R-HSA-5419277	20140927
Q9H9J2	MRPL44	"39S ribosomal protein L44, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11207	protein		Reactome:R-HSA-5419281	20140927
Q9BRJ2	MRPL45	"39S ribosomal protein L45, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28554	protein		Reactome:R-HSA-5419261	20140927
Q9BRJ2	MRPL45	"39S ribosomal protein L45, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR28554	protein		Reactome:R-HSA-5419264	20140927
